
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
E2348C_4397	1	1	0	0	0	0	heme lyase (NrfEFG) for insertion of heme into	0	0	0	0	0	0	 // Corrected Start	
E2348C_4407	1	0	0	1	0	0	formate dehydrogenase-H, selenopolypeptide	0	0	0	0	0	0	0	
E2348C_4432	1	1	0	0	0	0	phosphonate/organophosphate ester transporter	0	0	0	0	0	0	 // Corrected Start	
E2348C_4438	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4460	1	0	0	1	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4461	1	1	0	0	0	0	predicted transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4466	1	1	0	0	0	0	inner membrane protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4482	1	1	0	0	0	0	fumarate reductase (anaerobic) catalytic and	0	0	0	0	0	0	 // Corrected Start	
E2348C_4485	1	1	0	0	0	0	predicted mechanosensitive channel"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4486	1	1	0	0	0	0	phosphatidylserine decarboxylase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4487	1	1	0	0	0	0	ribosome small subunit-dependent GTPase A"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4496	1	1	0	0	0	0	predicted GTPase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4501	1	1	0	0	0	0	predicted DNA-binding transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4510	1	1	0	0	0	0	isovaleryl CoA dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4528	1	0	0	20	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4538	1	0	0	1	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4550	1	1	0	0	0	0	predicted outer membrane protein and surface	1	1	0	0	0	0	0	
E2348C_4557	1	1	0	0	0	0	predicted sugar transporter subunit: membrane	0	0	0	0	0	0	 // Corrected Start	
E2348C_4577	1	0	0	35	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4585	1	1	0	0	0	0	conserved inner membrane protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4590	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4592	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4593	1	1	0	0	0	0	predicted ATP-dependent DNA helicase	0	0	0	0	0	0	 // Corrected Start	
E2348C_4615	1	0	0	1	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4620	1	1	0	0	0	0	tyrosine recombinase/inversion of on/off	0	0	0	0	0	0	 // Corrected Start	
E2348C_4623	1	1	0	0	0	0	chaperone, periplasmic"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4637	1	1	0	0	0	0	RNA 2'-phosphotransferase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4639	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4641	1	1	0	0	0	0	predicted ATPase, activator of	0	0	0	0	0	0	 // Corrected Start	
E2348C_4645	2	0	1	1	0	0	Not Set	0	0	0	0	0	0	 // Corrected Stop	
E2348C_4654	1	0	0	23	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4658	1	1	0	0	0	0	phosphoglycerol transferase I"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4675	1	1	0	0	0	0	predicted esterase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4676	1	1	0	0	0	0	predicted DNase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4680	1	1	0	0	0	0	thymidine phosphorylase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4687	1	1	0	0	0	0	predicted repair protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4691	1	1	0	0	0	0	fused predicted transporter subunits of ABC	0	0	0	0	0	0	 // Corrected Start	
E2348C_4692	1	1	0	0	0	0	lytic murein transglycosylase, soluble"	0	0	0	0	0	0	 // Corrected Start	
E2348C_4695	1	0	0	1	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_4700	1	0	0	16	0	0	Not Set	0	0	0	0	0	0	0	
